AccidentDate,Timing,State,WeatherCondition,RoadCondition,Deaths,Reason
2023-03-08,Afternoon,Uttar Pradesh,Foggy,Under Construction,8,Driver Fatigue
2022-10-31,Night,West Bengal,Foggy,Rough,8,Drunk Driving
2020-06-02,Night,Chhattisgarh,Clear,Under Construction,4,Mechanical Failure
2018-04-11,Night,Punjab,Rainy,Fine,5,Reckless Driving
2003-01-11,Evening,West Bengal,Foggy,Under Construction,3,Drunk Driving
2009-03-11,Afternoon,Andhra Pradesh,Clear,Fine,10,Drunk Driving
2013-12-25,Afternoon,Odisha,Foggy,Rough,6,Weather Conditions
2009-11-19,Afternoon,Maharashtra,Clear,Rough,3,Driver Fatigue
2014-04-14,Night,Himachal Pradesh,Rainy,Fine,3,Distracted Driving
2001-11-26,Night,Maharashtra,Clear,Rough,0,Road Conditions
2010-03-20,Night,Odisha,Clear,Under Construction,10,Reckless Driving
2010-10-25,Morning,Assam,Clear,Rough,7,Poor Visibility
2002-10-31,Night,Arunachal Pradesh,Foggy,Fine,6,Reckless Driving
2014-06-22,Evening,Chhattisgarh,Foggy,Rough,9,Drunk Driving
2007-12-22,Morning,Uttarakhand,Foggy,Under Construction,5,Driver Fatigue
2018-12-23,Morning,Rajasthan,Foggy,Under Construction,5,Driver Fatigue
2015-03-25,Morning,Meghalaya,Rainy,Fine,3,Driver Fatigue
2006-12-29,Evening,Rajasthan,Rainy,Under Construction,10,Mechanical Failure
2007-01-04,Afternoon,Karnataka,Foggy,Rough,9,Poor Visibility
2016-04-22,Morning,Assam,Clear,Fine,10,Mechanical Failure
2007-04-25,Night,Telangana,Rainy,Under Construction,9,Speeding
2019-10-02,Night,Tripura,Foggy,Under Construction,2,Speeding
2013-08-15,Afternoon,Assam,Clear,Under Construction,9,Distracted Driving
2014-12-03,Afternoon,Manipur,Rainy,Fine,7,Speeding
2011-08-11,Morning,Uttar Pradesh,Rainy,Rough,3,Mechanical Failure
2003-06-04,Afternoon,Kerala,Clear,Fine,2,Poor Visibility
2019-11-03,Evening,Himachal Pradesh,Rainy,Under Construction,1,Weather Conditions
2004-08-15,Night,Madhya Pradesh,Clear,Rough,6,Weather Conditions
2013-10-24,Morning,Assam,Clear,Fine,0,Reckless Driving
2003-11-09,Night,Sikkim,Foggy,Fine,6,Mechanical Failure
2020-09-17,Night,Andhra Pradesh,Rainy,Rough,8,Drunk Driving
2012-10-10,Evening,West Bengal,Clear,Under Construction,1,Driver Fatigue
2011-12-22,Night,West Bengal,Clear,Rough,3,Road Conditions
2019-01-18,Night,Tamil Nadu,Rainy,Under Construction,2,Weather Conditions
2022-03-26,Night,Karnataka,Clear,Rough,7,Driver Fatigue
2003-02-06,Evening,Goa,Clear,Fine,5,Weather Conditions
2009-06-25,Evening,Meghalaya,Rainy,Fine,2,Weather Conditions
2006-07-04,Night,Himachal Pradesh,Clear,Fine,0,Driver Fatigue
2016-09-19,Morning,Kerala,Rainy,Rough,1,Weather Conditions
2010-02-11,Morning,Jharkhand,Foggy,Rough,4,Reckless Driving
2008-04-27,Evening,Haryana,Clear,Rough,7,Road Conditions
2012-01-09,Morning,Telangana,Clear,Rough,9,Weather Conditions
2015-09-16,Morning,Sikkim,Rainy,Rough,8,Reckless Driving
2007-02-13,Afternoon,Odisha,Clear,Rough,3,Drunk Driving
2001-07-30,Night,Madhya Pradesh,Clear,Fine,6,Poor Visibility
2013-12-23,Afternoon,Telangana,Rainy,Under Construction,3,Poor Visibility
2016-12-09,Night,Tamil Nadu,Clear,Under Construction,8,Drunk Driving
2001-03-05,Morning,Madhya Pradesh,Foggy,Rough,6,Road Conditions
2005-02-08,Night,Mizoram,Foggy,Rough,3,Drunk Driving
2014-01-28,Afternoon,Nagaland,Rainy,Under Construction,2,Reckless Driving
2011-02-02,Morning,Mizoram,Clear,Under Construction,10,Poor Visibility
2003-06-20,Afternoon,Manipur,Clear,Fine,8,Reckless Driving
2004-12-25,Morning,Haryana,Clear,Under Construction,7,Road Conditions
2006-06-25,Afternoon,Uttar Pradesh,Clear,Rough,9,Mechanical Failure
2012-01-29,Morning,Tripura,Rainy,Under Construction,7,Speeding
2001-07-27,Night,Gujarat,Clear,Under Construction,10,Road Conditions
2009-07-11,Morning,Tripura,Foggy,Under Construction,5,Distracted Driving
2000-03-27,Afternoon,Mizoram,Foggy,Under Construction,9,Road Conditions
2012-08-29,Afternoon,Manipur,Clear,Rough,9,Distracted Driving
2000-04-27,Afternoon,Meghalaya,Rainy,Rough,5,Distracted Driving
2017-05-17,Night,Kerala,Foggy,Fine,3,Weather Conditions
2007-02-19,Afternoon,Kerala,Foggy,Fine,0,Driver Fatigue
2022-08-22,Night,West Bengal,Clear,Fine,7,Drunk Driving
2004-06-05,Night,Madhya Pradesh,Clear,Under Construction,8,Weather Conditions
2022-02-11,Night,Uttarakhand,Foggy,Fine,10,Poor Visibility
2000-04-09,Afternoon,Madhya Pradesh,Clear,Under Construction,8,Poor Visibility
2009-06-25,Night,Jharkhand,Foggy,Rough,0,Reckless Driving
2005-06-20,Morning,Jharkhand,Rainy,Under Construction,0,Speeding
2003-03-15,Night,Manipur,Rainy,Rough,6,Distracted Driving
2018-01-26,Afternoon,Arunachal Pradesh,Rainy,Fine,9,Speeding
2000-08-14,Night,Rajasthan,Foggy,Under Construction,2,Poor Visibility
2010-08-27,Night,Meghalaya,Foggy,Fine,9,Road Conditions
2001-12-01,Morning,Karnataka,Foggy,Fine,2,Poor Visibility
2005-11-01,Morning,Tamil Nadu,Foggy,Under Construction,1,Mechanical Failure
2006-08-06,Afternoon,Gujarat,Clear,Rough,6,Weather Conditions
2020-01-10,Evening,Andhra Pradesh,Foggy,Rough,7,Drunk Driving
2015-09-28,Evening,Arunachal Pradesh,Foggy,Under Construction,2,Road Conditions
2016-01-23,Morning,Manipur,Foggy,Under Construction,0,Poor Visibility
2010-10-22,Evening,Gujarat,Foggy,Fine,6,Distracted Driving
2023-10-16,Night,Punjab,Clear,Under Construction,9,Drunk Driving
2022-11-03,Night,Sikkim,Clear,Under Construction,6,Poor Visibility
2023-04-26,Evening,Uttar Pradesh,Clear,Fine,0,Speeding
2018-10-17,Morning,Manipur,Foggy,Under Construction,7,Road Conditions
2010-10-22,Afternoon,Rajasthan,Clear,Fine,6,Reckless Driving
2015-12-20,Afternoon,Tamil Nadu,Clear,Fine,9,Driver Fatigue
2021-06-30,Afternoon,Gujarat,Clear,Rough,2,Drunk Driving
2002-05-05,Morning,Maharashtra,Foggy,Under Construction,1,Road Conditions
2007-09-17,Morning,Uttarakhand,Rainy,Fine,5,Drunk Driving
2009-10-19,Evening,Andhra Pradesh,Rainy,Fine,10,Mechanical Failure
2014-08-18,Afternoon,Gujarat,Rainy,Under Construction,6,Poor Visibility
2009-06-16,Morning,Bihar,Foggy,Under Construction,7,Reckless Driving
2013-01-16,Morning,Meghalaya,Clear,Fine,0,Reckless Driving
2015-04-11,Evening,Himachal Pradesh,Rainy,Under Construction,1,Speeding
2004-10-21,Night,Meghalaya,Clear,Fine,4,Drunk Driving
2008-07-08,Afternoon,Goa,Clear,Fine,8,Distracted Driving
2007-08-03,Night,Maharashtra,Clear,Fine,7,Speeding
2017-03-15,Night,Rajasthan,Clear,Under Construction,8,Poor Visibility
2011-08-19,Morning,Sikkim,Rainy,Fine,9,Drunk Driving
2006-07-30,Morning,Assam,Rainy,Under Construction,8,Speeding
2022-04-13,Evening,Goa,Foggy,Under Construction,5,Driver Fatigue
2008-11-05,Evening,Maharashtra,Foggy,Rough,8,Driver Fatigue
2013-12-16,Morning,Uttarakhand,Clear,Fine,1,Poor Visibility
2012-09-12,Afternoon,Telangana,Clear,Rough,3,Driver Fatigue
2001-02-06,Night,West Bengal,Clear,Rough,0,Road Conditions
2002-08-02,Afternoon,Karnataka,Clear,Fine,4,Speeding
2016-06-02,Afternoon,Goa,Foggy,Fine,10,Drunk Driving
2015-01-31,Afternoon,Himachal Pradesh,Foggy,Under Construction,6,Poor Visibility
2000-04-19,Night,Uttarakhand,Foggy,Under Construction,10,Weather Conditions
2006-05-01,Morning,Odisha,Rainy,Rough,9,Reckless Driving
2020-12-20,Evening,West Bengal,Clear,Fine,6,Mechanical Failure
2023-02-16,Night,Rajasthan,Foggy,Under Construction,9,Speeding
2011-08-09,Afternoon,West Bengal,Rainy,Under Construction,0,Speeding
2008-12-25,Afternoon,Kerala,Clear,Rough,6,Weather Conditions
2005-10-23,Morning,Punjab,Clear,Rough,1,Driver Fatigue
2018-10-08,Night,Jharkhand,Foggy,Rough,2,Road Conditions
2017-12-15,Afternoon,Tripura,Clear,Under Construction,5,Driver Fatigue
2009-12-10,Night,Nagaland,Clear,Rough,1,Mechanical Failure
2009-04-19,Night,Uttarakhand,Rainy,Under Construction,6,Drunk Driving
2002-05-03,Evening,Maharashtra,Foggy,Rough,10,Driver Fatigue
2001-12-23,Afternoon,Odisha,Foggy,Rough,3,Speeding
2015-11-16,Night,Chhattisgarh,Foggy,Under Construction,10,Reckless Driving
2015-08-19,Night,Punjab,Foggy,Under Construction,3,Road Conditions
2014-09-25,Evening,Tripura,Foggy,Rough,6,Road Conditions
2022-02-01,Night,Odisha,Foggy,Under Construction,8,Road Conditions
2019-09-04,Evening,Nagaland,Foggy,Rough,8,Mechanical Failure
2016-02-21,Evening,Jharkhand,Rainy,Under Construction,9,Reckless Driving
2010-03-10,Morning,Rajasthan,Clear,Rough,1,Reckless Driving
2008-12-26,Night,Meghalaya,Foggy,Rough,0,Road Conditions
2001-04-25,Morning,Manipur,Clear,Fine,5,Weather Conditions
2018-08-13,Night,Goa,Foggy,Fine,7,Mechanical Failure
2015-11-17,Night,Gujarat,Rainy,Fine,3,Road Conditions
2014-03-05,Morning,Maharashtra,Rainy,Rough,7,Poor Visibility
2012-05-09,Afternoon,Kerala,Foggy,Under Construction,0,Speeding
2023-09-15,Afternoon,Telangana,Foggy,Under Construction,7,Drunk Driving
2001-10-01,Morning,Chhattisgarh,Rainy,Rough,3,Drunk Driving
2019-11-13,Night,Tamil Nadu,Foggy,Rough,0,Distracted Driving
2016-03-20,Night,Assam,Rainy,Rough,3,Driver Fatigue
2015-02-07,Afternoon,Manipur,Rainy,Rough,6,Mechanical Failure
2014-12-19,Afternoon,Jharkhand,Rainy,Rough,3,Mechanical Failure
2001-06-25,Morning,Tamil Nadu,Rainy,Rough,6,Distracted Driving
2016-10-15,Morning,Assam,Clear,Under Construction,6,Weather Conditions
2003-12-02,Morning,Tripura,Rainy,Rough,8,Weather Conditions
2005-11-30,Evening,Gujarat,Foggy,Rough,9,Speeding
2021-01-31,Night,West Bengal,Foggy,Rough,7,Mechanical Failure
2004-12-11,Morning,Tamil Nadu,Clear,Under Construction,8,Weather Conditions
2003-04-29,Afternoon,Haryana,Clear,Rough,3,Reckless Driving
2020-06-07,Afternoon,Jharkhand,Foggy,Rough,3,Weather Conditions
2012-08-11,Afternoon,Odisha,Rainy,Fine,0,Road Conditions
2017-08-16,Night,Chhattisgarh,Rainy,Fine,8,Reckless Driving
2014-07-26,Morning,Punjab,Clear,Rough,10,Road Conditions
2017-08-04,Evening,Rajasthan,Clear,Rough,9,Mechanical Failure
2007-10-06,Night,Assam,Foggy,Fine,0,Speeding
2007-08-04,Night,Rajasthan,Rainy,Rough,5,Road Conditions
2008-09-14,Morning,Assam,Clear,Rough,1,Speeding
2009-10-21,Night,Rajasthan,Foggy,Rough,5,Weather Conditions
2004-10-04,Morning,Karnataka,Foggy,Fine,8,Poor Visibility
2008-07-21,Night,Bihar,Clear,Fine,10,Mechanical Failure
2004-12-25,Night,Assam,Rainy,Fine,0,Driver Fatigue
2012-02-04,Afternoon,Gujarat,Clear,Rough,9,Road Conditions
2011-03-03,Night,Haryana,Clear,Under Construction,8,Driver Fatigue
2017-12-23,Evening,Rajasthan,Clear,Fine,5,Speeding
2010-11-26,Night,Uttar Pradesh,Clear,Under Construction,8,Distracted Driving
2004-07-16,Night,Uttarakhand,Foggy,Rough,0,Poor Visibility
2015-06-12,Afternoon,Telangana,Clear,Rough,8,Drunk Driving
2016-07-29,Morning,Rajasthan,Rainy,Rough,10,Mechanical Failure
2018-02-04,Afternoon,Nagaland,Rainy,Under Construction,9,Driver Fatigue
2002-04-01,Evening,Haryana,Foggy,Under Construction,6,Distracted Driving
2012-07-21,Night,Bihar,Clear,Fine,8,Poor Visibility
2015-11-17,Night,Karnataka,Clear,Under Construction,0,Mechanical Failure
2003-09-22,Night,Karnataka,Foggy,Rough,10,Poor Visibility
2008-11-11,Morning,Meghalaya,Rainy,Under Construction,3,Drunk Driving
2019-05-31,Night,Uttar Pradesh,Clear,Rough,6,Road Conditions
2001-02-17,Morning,Madhya Pradesh,Clear,Rough,8,Speeding
2019-11-05,Night,Punjab,Foggy,Fine,6,Speeding
2002-01-03,Evening,Tripura,Clear,Under Construction,9,Speeding
2023-02-20,Afternoon,Arunachal Pradesh,Rainy,Rough,5,Weather Conditions
2001-12-17,Night,Assam,Foggy,Under Construction,3,Reckless Driving
2002-07-03,Morning,Andhra Pradesh,Foggy,Rough,1,Weather Conditions
2006-08-09,Night,Uttarakhand,Rainy,Rough,0,Drunk Driving
2017-08-27,Afternoon,Andhra Pradesh,Foggy,Under Construction,10,Weather Conditions
2010-07-06,Night,Goa,Clear,Fine,0,Poor Visibility
2016-06-18,Evening,Kerala,Rainy,Rough,9,Drunk Driving
2016-01-23,Night,West Bengal,Rainy,Under Construction,8,Reckless Driving
2008-07-19,Morning,Andhra Pradesh,Clear,Under Construction,2,Mechanical Failure
2016-04-12,Night,Tamil Nadu,Rainy,Fine,9,Distracted Driving
2017-12-22,Night,Maharashtra,Clear,Under Construction,3,Road Conditions
2014-02-02,Afternoon,Mizoram,Clear,Under Construction,5,Weather Conditions
2002-07-20,Night,Kerala,Clear,Fine,6,Reckless Driving
2015-06-24,Afternoon,Tamil Nadu,Rainy,Rough,9,Road Conditions
2006-10-09,Evening,Andhra Pradesh,Foggy,Under Construction,7,Road Conditions
2009-02-23,Afternoon,Chhattisgarh,Rainy,Rough,1,Weather Conditions
2000-07-09,Evening,Sikkim,Rainy,Under Construction,5,Distracted Driving
2022-11-17,Afternoon,Kerala,Clear,Under Construction,0,Speeding
2003-02-03,Night,Uttarakhand,Clear,Under Construction,0,Poor Visibility
2021-03-20,Afternoon,Uttar Pradesh,Rainy,Rough,9,Distracted Driving
2011-09-29,Night,Odisha,Clear,Fine,7,Mechanical Failure
2002-06-22,Night,Tripura,Foggy,Under Construction,1,Weather Conditions
2011-01-03,Evening,Karnataka,Clear,Under Construction,4,Weather Conditions
2016-11-08,Morning,Madhya Pradesh,Clear,Rough,9,Speeding
2011-04-12,Afternoon,Telangana,Rainy,Rough,1,Reckless Driving
2008-10-27,Night,Meghalaya,Foggy,Rough,3,Weather Conditions
2009-10-13,Afternoon,Tripura,Rainy,Rough,0,Speeding
2015-10-13,Afternoon,Arunachal Pradesh,Foggy,Rough,7,Speeding
2002-05-01,Night,Assam,Rainy,Under Construction,7,Distracted Driving
2015-12-01,Night,Punjab,Rainy,Rough,0,Weather Conditions
2008-05-11,Night,West Bengal,Clear,Fine,0,Distracted Driving
2008-06-09,Night,Telangana,Rainy,Under Construction,3,Distracted Driving
2001-02-25,Evening,Sikkim,Foggy,Under Construction,9,Speeding
2003-11-22,Afternoon,Chhattisgarh,Rainy,Under Construction,6,Weather Conditions
2005-01-09,Afternoon,Haryana,Rainy,Under Construction,8,Driver Fatigue
2012-09-10,Afternoon,Uttar Pradesh,Rainy,Under Construction,1,Speeding
2013-11-07,Afternoon,Manipur,Rainy,Under Construction,8,Road Conditions
2004-12-18,Night,Punjab,Rainy,Under Construction,6,Distracted Driving
2008-07-08,Afternoon,Uttarakhand,Clear,Under Construction,6,Mechanical Failure
2011-01-15,Night,Karnataka,Foggy,Fine,5,Drunk Driving
2011-01-18,Night,Tamil Nadu,Rainy,Under Construction,1,Distracted Driving
2019-05-23,Morning,Goa,Clear,Under Construction,3,Speeding
2009-04-13,Evening,Chhattisgarh,Foggy,Rough,3,Mechanical Failure
2009-03-19,Morning,Telangana,Rainy,Under Construction,8,Mechanical Failure
2020-02-19,Afternoon,Gujarat,Clear,Fine,9,Speeding
2014-01-25,Afternoon,Arunachal Pradesh,Clear,Fine,2,Distracted Driving
2013-06-05,Night,Telangana,Rainy,Fine,0,Road Conditions
2005-04-05,Morning,Assam,Rainy,Under Construction,4,Driver Fatigue
2004-06-05,Evening,Kerala,Clear,Rough,9,Reckless Driving
2020-08-02,Afternoon,Nagaland,Clear,Under Construction,10,Mechanical Failure
2000-08-07,Afternoon,Chhattisgarh,Rainy,Fine,9,Driver Fatigue
2004-12-23,Afternoon,West Bengal,Foggy,Fine,0,Road Conditions
2004-02-29,Night,Andhra Pradesh,Clear,Rough,2,Reckless Driving
2005-06-30,Morning,Himachal Pradesh,Rainy,Under Construction,0,Poor Visibility
2003-02-27,Afternoon,Telangana,Rainy,Under Construction,2,Poor Visibility
2020-12-06,Evening,Assam,Foggy,Rough,0,Weather Conditions
2014-01-01,Afternoon,Nagaland,Foggy,Fine,4,Weather Conditions
2011-06-07,Morning,Tamil Nadu,Clear,Under Construction,8,Road Conditions
2010-04-05,Night,Chhattisgarh,Rainy,Fine,8,Drunk Driving
2014-04-10,Morning,Manipur,Foggy,Fine,3,Mechanical Failure
2020-04-04,Afternoon,Punjab,Clear,Rough,2,Road Conditions
2016-04-20,Morning,Mizoram,Rainy,Rough,4,Weather Conditions
2014-02-11,Morning,Andhra Pradesh,Foggy,Under Construction,8,Drunk Driving
2004-11-24,Morning,Meghalaya,Clear,Rough,0,Road Conditions
2015-03-19,Afternoon,West Bengal,Rainy,Under Construction,1,Reckless Driving
2001-07-11,Evening,Goa,Clear,Fine,3,Distracted Driving
2014-09-15,Night,Rajasthan,Rainy,Under Construction,0,Road Conditions
2001-08-29,Night,Kerala,Clear,Fine,8,Mechanical Failure
2021-10-08,Night,West Bengal,Clear,Fine,6,Mechanical Failure
2019-04-17,Morning,Nagaland,Clear,Rough,3,Weather Conditions
2006-12-16,Evening,Andhra Pradesh,Clear,Under Construction,0,Reckless Driving
2010-06-15,Morning,West Bengal,Clear,Fine,10,Reckless Driving
2020-08-09,Morning,Bihar,Rainy,Under Construction,5,Road Conditions
2016-09-03,Night,Telangana,Clear,Fine,3,Distracted Driving
2022-09-13,Afternoon,Tripura,Rainy,Under Construction,10,Poor Visibility
2009-12-23,Evening,Himachal Pradesh,Rainy,Fine,8,Drunk Driving
2014-05-31,Morning,West Bengal,Foggy,Fine,1,Road Conditions
2015-03-19,Morning,Goa,Foggy,Rough,6,Drunk Driving
2000-08-24,Afternoon,Tamil Nadu,Clear,Rough,0,Driver Fatigue
2017-08-13,Afternoon,Telangana,Foggy,Rough,2,Speeding
2000-03-23,Night,Jharkhand,Clear,Fine,3,Weather Conditions
2020-07-13,Afternoon,Karnataka,Clear,Fine,1,Speeding
2003-04-09,Morning,Tripura,Foggy,Fine,8,Distracted Driving
2006-02-07,Night,Telangana,Foggy,Under Construction,9,Weather Conditions
2022-02-24,Morning,Uttarakhand,Clear,Rough,9,Driver Fatigue
2009-01-01,Morning,Meghalaya,Rainy,Under Construction,2,Driver Fatigue
2019-08-06,Afternoon,Rajasthan,Clear,Fine,7,Weather Conditions
2003-11-18,Night,Bihar,Foggy,Fine,6,Speeding
2014-11-14,Night,Himachal Pradesh,Clear,Rough,7,Speeding
2016-03-09,Afternoon,Jharkhand,Clear,Rough,5,Mechanical Failure
2012-07-03,Morning,Tamil Nadu,Clear,Under Construction,4,Road Conditions
2003-03-26,Night,Goa,Foggy,Rough,10,Speeding
2012-11-09,Morning,Andhra Pradesh,Foggy,Rough,1,Reckless Driving
2003-05-20,Afternoon,Meghalaya,Foggy,Under Construction,7,Distracted Driving
2003-06-27,Morning,Meghalaya,Clear,Fine,9,Reckless Driving
2006-11-15,Morning,West Bengal,Foggy,Under Construction,8,Road Conditions
2007-05-14,Night,Telangana,Rainy,Rough,2,Driver Fatigue
2016-01-02,Night,Mizoram,Rainy,Rough,4,Mechanical Failure
2016-02-18,Evening,Goa,Foggy,Rough,9,Distracted Driving
2010-12-24,Afternoon,Kerala,Foggy,Under Construction,8,Distracted Driving
2010-06-01,Morning,Goa,Foggy,Fine,0,Driver Fatigue
2023-11-01,Morning,Punjab,Rainy,Fine,5,Road Conditions
2006-06-23,Afternoon,Bihar,Rainy,Under Construction,5,Poor Visibility
2018-05-09,Morning,Mizoram,Rainy,Fine,0,Poor Visibility
2023-12-22,Morning,Gujarat,Foggy,Rough,4,Distracted Driving
2013-12-27,Afternoon,Uttarakhand,Foggy,Rough,9,Driver Fatigue
2014-10-22,Morning,Karnataka,Foggy,Under Construction,6,Road Conditions
2006-12-23,Night,Chhattisgarh,Rainy,Rough,6,Road Conditions
2001-09-21,Afternoon,Telangana,Foggy,Rough,2,Mechanical Failure
2023-04-02,Evening,Mizoram,Clear,Fine,6,Reckless Driving
2017-09-18,Night,Tripura,Foggy,Fine,1,Mechanical Failure
2004-10-15,Morning,Mizoram,Clear,Rough,2,Mechanical Failure
2015-08-04,Evening,Arunachal Pradesh,Clear,Fine,4,Speeding
2016-03-02,Night,Telangana,Rainy,Under Construction,3,Reckless Driving
2023-01-28,Night,Uttarakhand,Rainy,Rough,5,Mechanical Failure
2002-07-17,Night,Haryana,Clear,Fine,8,Reckless Driving
2016-01-04,Night,Bihar,Clear,Fine,2,Driver Fatigue
2011-10-29,Afternoon,Haryana,Foggy,Rough,6,Distracted Driving
2006-03-20,Afternoon,Tamil Nadu,Rainy,Fine,10,Poor Visibility
2014-03-08,Morning,Meghalaya,Rainy,Under Construction,7,Road Conditions
2001-04-20,Night,Maharashtra,Foggy,Under Construction,7,Distracted Driving
2005-07-02,Morning,Jharkhand,Foggy,Under Construction,4,Drunk Driving
2008-09-14,Morning,Odisha,Clear,Fine,2,Speeding
2005-03-24,Night,West Bengal,Rainy,Under Construction,3,Speeding
2018-10-08,Night,Haryana,Clear,Fine,3,Poor Visibility
2010-11-15,Evening,Maharashtra,Clear,Rough,7,Distracted Driving
2016-02-12,Evening,Maharashtra,Foggy,Rough,1,Mechanical Failure
2009-11-13,Night,Jharkhand,Foggy,Fine,10,Road Conditions
2015-01-08,Morning,Goa,Foggy,Under Construction,2,Poor Visibility
2000-11-11,Afternoon,Telangana,Foggy,Rough,7,Distracted Driving
2002-11-21,Morning,Haryana,Rainy,Under Construction,2,Driver Fatigue
2007-09-16,Morning,Assam,Foggy,Rough,2,Drunk Driving
2010-07-03,Night,Arunachal Pradesh,Foggy,Rough,0,Poor Visibility
2007-12-09,Morning,Meghalaya,Foggy,Rough,1,Distracted Driving
2015-06-28,Night,Maharashtra,Clear,Fine,10,Mechanical Failure
2017-10-15,Night,Uttar Pradesh,Rainy,Fine,1,Poor Visibility
2021-06-23,Evening,Madhya Pradesh,Rainy,Fine,10,Mechanical Failure
2023-03-18,Night,Goa,Clear,Fine,3,Road Conditions
2004-11-26,Afternoon,Uttarakhand,Foggy,Rough,5,Reckless Driving
2020-06-01,Afternoon,Telangana,Clear,Under Construction,3,Driver Fatigue
2021-06-06,Morning,Andhra Pradesh,Foggy,Under Construction,7,Mechanical Failure
2014-12-31,Morning,Tamil Nadu,Clear,Fine,1,Driver Fatigue
2019-07-09,Morning,Haryana,Rainy,Rough,3,Reckless Driving
2020-12-22,Afternoon,Punjab,Rainy,Under Construction,5,Reckless Driving
2014-02-12,Afternoon,Chhattisgarh,Clear,Fine,9,Driver Fatigue
2003-01-02,Night,Telangana,Rainy,Under Construction,5,Poor Visibility
2012-11-09,Night,Himachal Pradesh,Foggy,Under Construction,10,Speeding
2002-01-12,Evening,Haryana,Foggy,Under Construction,0,Speeding
2006-05-08,Afternoon,Uttarakhand,Rainy,Fine,8,Speeding
2013-03-07,Morning,Karnataka,Clear,Rough,10,Reckless Driving
2008-12-20,Night,Manipur,Foggy,Rough,7,Poor Visibility
2008-02-08,Morning,Haryana,Rainy,Rough,10,Speeding
2019-10-03,Night,Tamil Nadu,Foggy,Fine,8,Distracted Driving
2001-11-06,Evening,Nagaland,Rainy,Under Construction,9,Speeding
2019-08-15,Night,Haryana,Foggy,Under Construction,2,Distracted Driving
2020-05-31,Night,Sikkim,Rainy,Fine,3,Road Conditions
2020-03-12,Afternoon,Arunachal Pradesh,Rainy,Under Construction,9,Driver Fatigue
2015-11-22,Morning,Nagaland,Foggy,Rough,10,Reckless Driving
2018-07-22,Morning,Mizoram,Foggy,Rough,4,Driver Fatigue
2020-02-27,Morning,Assam,Rainy,Rough,0,Poor Visibility
2016-04-24,Night,Chhattisgarh,Rainy,Rough,3,Distracted Driving
2010-01-29,Morning,Nagaland,Foggy,Rough,10,Driver Fatigue
2004-01-05,Afternoon,Bihar,Clear,Under Construction,9,Poor Visibility
2008-10-26,Night,Gujarat,Rainy,Under Construction,4,Drunk Driving
2015-06-05,Morning,Rajasthan,Rainy,Under Construction,10,Weather Conditions
2008-11-25,Night,Telangana,Rainy,Under Construction,3,Weather Conditions
2009-06-19,Night,Haryana,Foggy,Under Construction,10,Poor Visibility
2008-02-27,Morning,Tripura,Rainy,Under Construction,3,Mechanical Failure
2020-12-11,Morning,Gujarat,Foggy,Fine,3,Distracted Driving
2010-09-02,Afternoon,Haryana,Foggy,Under Construction,4,Driver Fatigue
2023-05-04,Evening,Gujarat,Clear,Rough,1,Driver Fatigue
2014-02-21,Night,Tripura,Clear,Fine,5,Weather Conditions
2012-12-31,Morning,Manipur,Rainy,Fine,8,Distracted Driving
2008-11-25,Night,Tamil Nadu,Rainy,Fine,3,Reckless Driving
2013-11-05,Evening,Mizoram,Rainy,Under Construction,0,Reckless Driving
2020-08-12,Morning,Bihar,Foggy,Rough,9,Mechanical Failure
2015-10-01,Evening,Mizoram,Clear,Under Construction,2,Reckless Driving
2006-02-28,Morning,Maharashtra,Foggy,Fine,10,Driver Fatigue
2010-06-22,Morning,Tamil Nadu,Foggy,Rough,7,Speeding
2013-09-21,Morning,Chhattisgarh,Rainy,Rough,8,Road Conditions
2019-08-24,Night,Nagaland,Rainy,Under Construction,9,Poor Visibility
2009-06-07,Night,Rajasthan,Rainy,Under Construction,7,Weather Conditions
2002-05-13,Night,Goa,Clear,Under Construction,0,Weather Conditions
2007-10-13,Afternoon,Uttar Pradesh,Rainy,Under Construction,1,Reckless Driving
2004-06-11,Evening,Himachal Pradesh,Clear,Fine,7,Drunk Driving
2017-04-06,Night,Manipur,Foggy,Rough,6,Poor Visibility
2020-09-25,Night,West Bengal,Foggy,Fine,10,Reckless Driving
2019-04-23,Evening,Telangana,Clear,Rough,0,Road Conditions
2002-05-26,Afternoon,Maharashtra,Clear,Rough,0,Drunk Driving
2002-10-24,Night,Mizoram,Clear,Under Construction,3,Poor Visibility
2000-08-31,Evening,Manipur,Rainy,Fine,10,Drunk Driving
2023-12-11,Night,Goa,Rainy,Under Construction,1,Weather Conditions
2017-08-08,Morning,Sikkim,Rainy,Rough,0,Reckless Driving
2013-05-25,Morning,Rajasthan,Foggy,Fine,6,Reckless Driving
2015-07-05,Morning,Uttarakhand,Clear,Rough,8,Road Conditions
2019-03-03,Night,Madhya Pradesh,Rainy,Rough,3,Speeding
2007-04-08,Morning,Andhra Pradesh,Rainy,Under Construction,0,Drunk Driving
2007-03-28,Afternoon,Odisha,Rainy,Under Construction,6,Weather Conditions
2001-07-04,Afternoon,Arunachal Pradesh,Rainy,Rough,2,Distracted Driving
2009-03-18,Night,Goa,Rainy,Rough,3,Driver Fatigue
2011-11-27,Evening,Tamil Nadu,Foggy,Fine,1,Road Conditions
2010-06-02,Afternoon,Goa,Rainy,Rough,6,Distracted Driving
2001-09-19,Afternoon,Telangana,Foggy,Under Construction,6,Driver Fatigue
